,location,total_sqft,bath,price,bhk
5542,Malleshwaram,705.0,1.0,67.0,1
5543,Malleshwaram,12000.0,7.0,2200.0,7
5545,Malleshwaram,2006.0,3.0,297.0,3
5546,Malleshwaram,750.0,8.0,150.0,9
5547,Malleshwaram,686.0,1.0,62.5,1
5548,Malleshwaram,2475.0,4.0,332.0,3
5549,Malleshwaram,2610.0,3.0,399.0,3
5550,Malleshwaram,2475.0,4.0,320.0,3
5551,Malleshwaram,900.0,2.0,95.0,2
5552,Malleshwaram,1420.0,2.0,158.0,2
5553,Malleshwaram,2000.0,3.0,250.0,3
5554,Malleshwaram,1124.0,3.0,80.0,2
5555,Malleshwaram,2215.0,3.0,275.0,3
5556,Malleshwaram,1600.0,3.0,160.0,3
5557,Malleshwaram,675.0,2.0,148.0,3
5558,Malleshwaram,2475.0,4.0,300.0,3
5561,Malleshwaram,2215.0,4.0,310.0,3
5562,Malleshwaram,2425.0,7.0,140.0,7
5563,Malleshwaram,480.0,1.0,60.0,1
5564,Malleshwaram,1290.0,2.0,120.0,2
5565,Malleshwaram,2475.0,4.0,326.0,3
5567,Malleshwaram,2476.0,3.0,337.0,3
5568,Malleshwaram,900.0,2.0,90.0,2
5570,Malleshwaram,2050.0,4.0,270.0,3
5571,Malleshwaram,6500.0,4.0,1400.0,4
5572,Malleshwaram,900.0,2.0,72.0,2
5573,Malleshwaram,620.0,1.0,86.8,1
5574,Malleshwaram,600.0,1.0,68.0,2
5575,Malleshwaram,2475.0,4.0,337.0,3
5576,Malleshwaram,2215.0,3.0,275.0,3
5577,Malleshwaram,2215.0,3.0,330.0,3
5579,Malleshwaram,1020.0,2.0,80.0,2
5580,Malleshwaram,600.0,1.0,90.0,2
5581,Malleshwaram,2200.0,3.0,275.0,3
5582,Malleshwaram,302.0,2.0,25.0,2
5583,Malleshwaram,1500.0,2.0,140.0,2
5584,Malleshwaram,2475.0,4.0,340.0,3
5585,Malleshwaram,1400.0,2.0,190.0,2
5586,Malleshwaram,2400.0,3.0,380.0,3
5587,Malleshwaram,580.0,1.0,45.0,1
5588,Malleshwaram,1410.0,2.0,125.0,2
5591,Marathahalli,1220.0,2.0,57.0,2
5592,Marathahalli,1200.0,2.0,52.0,2
5593,Marathahalli,1200.0,2.0,60.0,2
5594,Marathahalli,1933.0,3.0,140.0,3
5595,Marathahalli,950.0,2.0,46.96,2
5596,Marathahalli,1230.0,2.0,80.0,2
5597,Marathahalli,3800.0,4.0,250.0,4
5598,Marathahalli,1019.0,2.0,49.85,2
5599,Marathahalli,1215.0,2.0,67.0,2
5600,Marathahalli,2181.0,3.0,152.0,4
5602,Marathahalli,1170.0,2.0,53.0,2
5603,Marathahalli,1019.0,2.0,49.86,2
5604,Marathahalli,1325.0,2.0,71.55,2
5605,Marathahalli,1220.0,2.0,56.5,2
5607,Marathahalli,1937.0,3.0,160.0,3
5608,Marathahalli,1152.0,2.0,56.0,2
5609,Marathahalli,1610.0,3.0,90.0,3
5610,Marathahalli,1146.0,2.0,70.0,2
5612,Marathahalli,1469.0,3.0,89.0,3
5618,Marathahalli,2519.0,5.0,185.0,4
5620,Marathahalli,957.0,2.0,46.9,2
5621,Marathahalli,1583.0,3.0,105.0,3
5622,Marathahalli,2524.0,5.0,190.0,4
5625,Marathahalli,1071.0,2.0,52.25,2
5626,Marathahalli,1215.0,2.0,58.86,2
5627,Marathahalli,1102.0,2.0,53.67,2
5628,Marathahalli,1900.0,3.0,123.0,3
5629,Marathahalli,1045.0,2.0,60.0,2
5631,Marathahalli,1365.0,2.0,73.0,2
5636,Marathahalli,1208.0,2.0,70.0,2
5637,Marathahalli,1730.0,3.0,139.0,3
5638,Marathahalli,1325.0,1.0,92.0,2
5639,Marathahalli,1525.0,3.0,90.0,3
5640,Marathahalli,1937.0,3.0,140.0,3
5642,Marathahalli,1350.0,2.0,86.0,2
5643,Marathahalli,957.0,2.0,47.0,2
5645,Marathahalli,1230.0,2.0,57.0,2
5646,Marathahalli,1200.0,2.0,58.0,2
5648,Marathahalli,607.0,1.0,35.0,1
5649,Marathahalli,1583.0,3.0,109.0,3
5650,Marathahalli,2500.0,3.0,200.0,5
5651,Marathahalli,1075.0,2.0,52.43,2
5652,Marathahalli,1360.0,2.0,103.0,2
5653,Marathahalli,1220.0,2.0,58.5,2
5654,Marathahalli,950.0,2.0,45.68,2
5655,Marathahalli,615.0,1.0,44.0,1
5656,Marathahalli,1595.0,3.0,90.0,3
5657,Marathahalli,1350.0,2.0,89.0,2
5658,Marathahalli,1020.0,2.0,57.0,2
5660,Marathahalli,1600.0,3.0,88.0,2
5661,Marathahalli,780.0,1.0,55.0,1
5662,Marathahalli,1710.0,3.0,100.0,3
5664,Marathahalli,1358.0,2.0,81.0,2
5665,Marathahalli,1290.0,2.0,52.0,2
5666,Marathahalli,1205.0,2.0,75.0,2
5667,Marathahalli,1730.0,3.0,110.0,3
5668,Marathahalli,1583.0,3.0,115.0,3
5670,Marathahalli,1200.0,2.0,67.0,2
5671,Marathahalli,1095.0,2.0,60.0,2
5672,Marathahalli,1060.0,2.0,48.0,2
5673,Marathahalli,1050.0,2.0,65.0,2
5674,Marathahalli,1102.0,2.0,53.67,2
5675,Marathahalli,1026.0,2.0,49.95,2
5678,Marathahalli,1220.0,2.0,59.0,2
5679,Marathahalli,881.0,2.0,48.06,2
5681,Marathahalli,1152.0,2.0,90.0,2
5682,Marathahalli,1680.0,3.0,105.0,3
5683,Marathahalli,1910.0,3.0,119.0,3
5685,Marathahalli,1602.0,2.0,104.0,2
5686,Marathahalli,700.0,1.0,38.0,1
5688,Marathahalli,1690.0,3.0,116.0,3
5689,Marathahalli,1065.0,2.0,55.0,2
5690,Marathahalli,1693.0,3.0,125.0,3
5691,Marathahalli,1693.0,3.0,125.0,3
5692,Marathahalli,1196.0,2.0,57.9,2
5693,Marathahalli,1595.0,3.0,88.0,3
5694,Marathahalli,2122.0,3.0,125.0,3
5695,Marathahalli,1730.0,3.0,115.0,3
5696,Marathahalli,1200.0,1.0,103.0,2
5698,Marathahalli,1314.0,2.0,55.0,2
5700,Marathahalli,1125.0,2.0,55.0,2
5701,Marathahalli,1950.0,3.0,115.0,3
5702,Marathahalli,1250.0,2.0,68.0,2
5703,Marathahalli,1125.0,2.0,56.8,2
5704,Marathahalli,1350.0,2.0,90.0,2
5705,Marathahalli,1200.0,2.0,53.0,2
5706,Marathahalli,2500.0,5.0,175.0,4
5707,Marathahalli,957.0,2.0,47.0,2
5710,Marathahalli,1350.0,2.0,60.0,2
5711,Marathahalli,3400.0,4.0,235.0,4
5712,Marathahalli,1350.0,2.0,99.0,2
5714,Marathahalli,1285.0,2.0,55.0,2
5715,Marathahalli,2500.0,5.0,181.0,4
5716,Marathahalli,3800.0,4.0,235.0,4
5717,Marathahalli,3951.0,4.0,230.0,4
5718,Marathahalli,1125.0,2.0,54.8,2
5719,Marathahalli,1700.0,3.0,126.0,3
5721,Marathahalli,1270.0,2.0,73.0,2
5723,Marathahalli,950.0,2.0,46.7,2
5724,Marathahalli,1550.0,3.0,85.0,3
5725,Marathahalli,1019.0,2.0,49.86,2
5726,Marathahalli,1144.0,2.0,65.0,2
5727,Marathahalli,1240.0,2.0,55.0,2
5728,Marathahalli,1100.0,2.0,75.0,1
5729,Marathahalli,1710.0,3.0,135.0,3
5730,Marathahalli,1156.0,2.0,52.0,2
5731,Marathahalli,2524.0,5.0,180.0,4
5732,Marathahalli,1135.0,2.0,60.0,2
5733,Marathahalli,1839.0,3.0,130.0,3
5734,Marathahalli,1170.0,2.0,85.0,2
5735,Marathahalli,1108.0,2.0,60.0,3
5736,Marathahalli,1449.0,3.0,110.0,3
5737,Marathahalli,1360.0,2.0,101.0,2
5738,Marathahalli,1026.0,2.0,50.18,2
5741,Marathahalli,1270.0,2.0,80.0,2
5742,Marathahalli,1100.0,2.0,50.0,2
5743,Marathahalli,1196.0,2.0,57.95,2
5744,Marathahalli,1485.0,2.0,90.0,3
5745,Marathahalli,1146.0,2.0,69.0,2
5746,Margondanahalli,2400.0,2.0,82.0,2
5747,Margondanahalli,1090.0,2.0,58.0,2
5748,Margondanahalli,1200.0,2.0,58.5,2
5749,Margondanahalli,1200.0,2.0,67.0,2
5751,Margondanahalli,1200.0,1.0,53.0,2
5752,Margondanahalli,1000.0,2.0,57.0,2
5754,Margondanahalli,1360.0,2.0,45.0,4
5755,Margondanahalli,555.0,1.0,37.0,2
5756,Margondanahalli,600.0,2.0,35.0,2
5757,Margondanahalli,1200.0,2.0,69.0,2
5758,Margondanahalli,900.0,2.0,49.0,2
5759,Margondanahalli,1140.0,2.0,60.0,2
5760,Margondanahalli,900.0,2.0,55.0,2
5761,Margondanahalli,900.0,2.0,65.0,2
5762,Margondanahalli,1100.0,2.0,55.0,2
5763,Margondanahalli,1152.0,1.0,66.0,2
5765,Margondanahalli,1200.0,2.0,65.0,2
5766,Margondanahalli,1050.0,2.0,58.0,2
5767,Margondanahalli,1160.0,2.0,65.0,2
5768,Margondanahalli,1334.0,2.0,67.76,2
5769,Margondanahalli,1375.0,5.0,125.0,5
5770,Mico Layout,5000.0,9.0,210.0,9
5771,Mico Layout,1550.0,2.0,65.0,3
5772,Mico Layout,1125.0,2.0,40.0,2
5773,Mico Layout,1190.0,2.0,39.25,2
5774,Mico Layout,800.0,1.0,29.5,1
5775,Mico Layout,1250.0,2.0,44.0,3
5776,Mico Layout,1171.0,2.0,39.0,2
5777,Mico Layout,1200.0,2.0,53.5,2
5778,Mico Layout,1670.0,3.0,59.0,3
5779,Mico Layout,1140.0,2.0,43.0,2
5780,Munnekollal,1170.0,2.0,52.0,2
5781,Munnekollal,1102.0,2.0,53.67,2
5782,Munnekollal,1390.0,3.0,68.0,3
5783,Munnekollal,1200.0,2.0,49.5,2
5784,Munnekollal,950.0,2.0,46.5,2
5785,Munnekollal,1200.0,4.0,110.0,6
5786,Munnekollal,1560.0,3.0,75.0,3
5787,Munnekollal,1210.0,2.0,75.0,2
5788,Munnekollal,1750.0,3.0,86.5,3
5789,Munnekollal,1385.0,2.0,66.5,3
5790,Munnekollal,1080.0,2.0,45.0,2
5791,Munnekollal,1170.0,2.0,59.0,2
5792,Munnekollal,1222.0,3.0,95.0,3
5794,Munnekollal,1200.0,5.0,185.0,7
5795,Munnekollal,1200.0,2.0,40.0,2
5796,Munnekollal,7200.0,10.0,200.0,10
5798,Munnekollal,1200.0,2.0,57.9,3
5799,Munnekollal,1030.0,2.0,50.36,2
5800,Murugeshpalya,1296.0,2.0,81.0,2
5801,Murugeshpalya,1550.0,3.0,74.0,3
5802,Murugeshpalya,1845.0,3.0,91.0,3
5803,Murugeshpalya,2135.0,3.0,160.0,3
5804,Murugeshpalya,1185.0,2.0,85.0,2
5805,Murugeshpalya,1225.0,2.0,48.0,2
5806,Murugeshpalya,1930.0,3.0,75.0,3
5807,Murugeshpalya,1600.0,2.0,65.0,3
5808,Murugeshpalya,1344.0,2.0,56.0,3
5809,Murugeshpalya,1500.0,2.0,70.0,3
5810,Murugeshpalya,1855.0,3.0,96.0,3
5811,Murugeshpalya,1175.0,2.0,75.0,2
5812,Mysore Road,1175.0,2.0,73.5,2
5814,Mysore Road,1020.0,2.0,48.95,2
5815,Mysore Road,1200.0,2.0,85.0,2
5816,Mysore Road,1175.0,2.0,73.5,2
5817,Mysore Road,1070.0,2.0,45.0,2
5818,Mysore Road,1239.0,2.0,53.0,2
5819,Mysore Road,1060.0,2.0,62.0,2
5820,Mysore Road,980.0,2.0,45.47,2
5821,Mysore Road,883.0,2.0,40.0,2
5822,Mysore Road,1525.0,3.0,96.0,3
5823,Mysore Road,1200.0,2.0,65.0,2
5824,Mysore Road,1005.0,2.0,35.175,2
5828,Mysore Road,1512.0,2.0,110.0,3
5829,Mysore Road,1560.0,3.0,115.0,3
5830,Mysore Road,1560.0,3.0,120.0,3
5831,Mysore Road,883.0,2.0,40.95,2
5832,Mysore Road,1070.0,2.0,49.65,2
5833,Mysore Road,900.0,2.0,65.0,2
5835,Mysore Road,883.0,2.0,50.0,2
5836,Mysore Road,1155.0,2.0,51.0,2
5837,Mysore Road,1003.0,2.0,43.0,2
5838,Mysore Road,1237.0,2.0,73.0,2
5839,Mysore Road,883.0,2.0,45.0,2
5840,Mysore Road,1170.0,2.0,65.0,2
5841,Mysore Road,1029.5,2.0,50.855,2
5842,Mysore Road,940.0,2.0,43.61,2
5844,Mysore Road,947.55,2.0,80.0,2
5845,Mysore Road,1020.0,2.0,48.95,2
5846,Mysore Road,1568.0,2.0,100.0,3
5849,Mysore Road,500.0,1.0,17.5,1
5850,Mysore Road,1175.0,2.0,70.5,2
5851,Mysore Road,1080.0,2.0,60.0,3
5853,Mysore Road,883.0,2.0,37.0,2
5854,Mysore Road,1175.0,2.0,86.68,2
5856,NGR Layout,1020.0,2.0,45.9,2
5857,NGR Layout,1020.0,2.0,48.45,2
5858,NGR Layout,1105.0,2.0,52.48,2
5859,NGR Layout,1105.0,2.0,49.73,2
5860,NGR Layout,1022.0,2.0,45.9,2
5861,NGR Layout,1020.0,2.0,48.45,2
5862,NGR Layout,1020.0,2.0,45.0,2
5863,NGR Layout,1019.0,2.0,45.9,2
5864,NGR Layout,1020.0,2.0,46.0,2
5865,NGR Layout,1020.0,2.0,48.45,2
5866,NGR Layout,1021.0,2.0,46.0,2
5867,NGR Layout,1021.0,2.0,45.9,2
5869,NRI Layout,1300.0,2.0,120.0,2
5870,NRI Layout,2500.0,5.0,130.0,5
5871,NRI Layout,650.0,2.0,59.0,2
5872,NRI Layout,1060.0,2.0,35.0,2
5873,NRI Layout,1125.0,2.0,45.56,2
5874,NRI Layout,2150.0,4.0,115.0,4
5875,NRI Layout,1200.0,4.0,95.0,4
5876,NRI Layout,1250.0,2.0,75.0,2
5879,NRI Layout,2400.0,2.0,125.0,2
5880,NRI Layout,2700.0,5.0,95.75,4
5881,Nagarbhavi,1630.0,2.0,98.0,3
5882,Nagarbhavi,1350.0,3.0,150.0,3
5883,Nagarbhavi,1200.0,2.0,150.0,2
5885,Nagarbhavi,2400.0,3.0,160.0,3
5886,Nagarbhavi,884.0,2.0,36.0,1
5887,Nagarbhavi,600.0,2.0,100.0,4
5888,Nagarbhavi,600.0,2.0,80.0,3
5889,Nagarbhavi,600.0,3.0,100.0,3
5890,Nagarbhavi,1055.0,2.0,55.0,2
5891,Nagarbhavi,600.0,3.0,83.0,3
5893,Nagarbhavi,1223.0,2.0,60.0,2
5894,Nagarbhavi,956.0,2.0,49.0,2
5895,Nagarbhavi,900.0,1.0,175.0,1
5897,Nagarbhavi,1400.0,2.0,85.0,3
5899,Nagarbhavi,1145.0,2.0,40.0,2
5900,Nagarbhavi,300.0,1.0,20.0,1
5901,Nagarbhavi,1250.0,3.0,175.0,4
5902,Nagarbhavi,710.0,2.0,40.0,1
5904,Nagarbhavi,1212.0,2.0,50.0,2
5905,Nagarbhavi,1020.0,2.0,55.0,2
5907,Nagarbhavi,1120.0,2.0,53.0,2
5909,Nagarbhavi,1146.0,2.0,50.0,2
5911,Nagarbhavi,1190.0,2.0,63.0,2
5913,Nagarbhavi,1050.0,2.0,80.0,2
5914,Nagarbhavi,800.0,3.0,95.0,3
5915,Nagarbhavi,600.0,5.0,95.0,4
5917,Nagarbhavi,1200.0,4.0,205.0,3
5918,Nagarbhavi,1050.0,3.0,175.0,3
5919,Nagarbhavi,1200.0,4.0,210.0,4
5921,Nagarbhavi,600.0,3.0,77.0,4
5922,Nagarbhavi,1200.0,3.0,226.0,3
5923,Nagarbhavi,1200.0,3.0,225.0,3
5924,Nagarbhavi,1250.0,3.0,170.0,2
5926,Nagarbhavi,1400.0,2.0,135.0,3
5928,Nagarbhavi,1100.0,2.0,46.2,2
5929,Nagarbhavi,1200.0,3.0,228.0,3
5930,Nagarbhavi,1080.0,2.0,49.0,2
5931,Nagarbhavi,1800.0,3.0,180.0,4
5932,Nagarbhavi,600.0,4.0,78.0,4
5933,Nagarbhavi,600.0,3.0,100.0,4
5934,Nagarbhavi,1225.0,2.0,58.0,2
5935,Nagasandra,980.0,2.0,48.0,2
5936,Nagasandra,1500.0,5.0,130.0,6
5937,Nagasandra,4050.0,5.0,140.0,5
5938,Nagasandra,1470.0,2.0,110.0,3
5939,Nagasandra,1310.0,3.0,95.0,4
5940,Nagasandra,2400.0,4.0,145.0,4
5941,Nagasandra,600.0,4.0,80.0,4
5943,Nagasandra,1650.0,3.0,95.0,3
5944,Nagasandra,1500.0,2.0,91.0,2
5945,Nagasandra,4000.0,8.0,160.0,8
5946,Nagavara,400.0,1.0,14.0,1
5948,Nagavara,2200.0,2.0,55.0,2
5950,Nagavara,2319.0,3.0,180.0,3
5951,Nagavara,2430.0,4.0,180.0,3
5952,Nagavara,936.0,2.0,40.2,2
5953,Nagavara,1125.0,2.0,44.5,2
5954,Nagavara,2400.0,3.0,251.0,3
5955,Nagavara,1315.0,2.0,70.0,2
5956,Nagavara,1077.0,2.0,50.0,2
5958,Nagavara,1110.0,2.0,44.95,2
5959,Nagavara,2400.0,3.0,252.0,3
5960,Nagavara,1247.0,2.0,58.56,2
5961,Nagavara,440.0,3.0,35.0,3
5962,Nagavarapalya,1392.0,2.0,99.0,2
5963,Nagavarapalya,1392.0,2.0,130.0,2
5964,Nagavarapalya,705.0,1.0,52.5,1
5966,Nagavarapalya,705.0,1.0,57.0,1
5967,Nagavarapalya,705.0,1.0,55.0,1
5968,Nagavarapalya,705.0,1.0,57.0,1
5969,Nagavarapalya,907.0,2.0,38.0,2
5970,Nagavarapalya,1392.0,2.0,130.0,2
5971,Nagavarapalya,1335.0,2.0,110.0,2
5972,Nagavarapalya,1788.0,3.0,164.0,3
5973,Nagavarapalya,1134.0,2.0,55.0,2
5974,Nagavarapalya,1260.0,2.0,85.5,2
5975,Neeladri Nagar,1053.0,2.0,45.0,2
5976,Neeladri Nagar,1363.0,2.0,68.0,2
5977,Neeladri Nagar,2556.0,3.0,133.0,3
5978,Neeladri Nagar,674.0,1.0,21.0,1
5979,Neeladri Nagar,527.0,1.0,26.0,1
5980,Neeladri Nagar,1167.0,2.0,38.0,3
5981,Neeladri Nagar,1060.0,2.0,35.0,2
5982,Neeladri Nagar,640.0,1.0,20.5,1
5984,Neeladri Nagar,1105.0,2.0,30.0,2
5985,Neeladri Nagar,1100.0,2.0,30.0,2
5986,Neeladri Nagar,2111.0,3.0,103.0,3
5987,Nehru Nagar,961.0,2.0,38.0,2
5988,Nehru Nagar,1775.0,3.0,110.0,3
5989,Nehru Nagar,2363.0,5.0,120.0,4
5990,Nehru Nagar,2342.0,3.0,115.0,4
5991,Nehru Nagar,967.0,2.0,41.1,2
5992,Nehru Nagar,1374.0,3.0,72.0,3
5993,Nehru Nagar,1674.0,3.0,90.0,3
5994,Nehru Nagar,1269.0,2.0,63.0,3
5995,Nehru Nagar,1100.0,2.0,50.0,2
5996,Nehru Nagar,1674.0,3.0,81.0,3
5997,OMBR Layout,2420.0,3.0,185.0,3
5998,OMBR Layout,2400.0,4.0,375.0,4
5999,OMBR Layout,1078.0,2.0,65.0,2
6000,OMBR Layout,1101.0,2.0,65.5,2
6001,OMBR Layout,1041.0,2.0,65.5,2
6002,OMBR Layout,1300.0,2.0,80.0,2
6003,OMBR Layout,2400.0,5.0,275.0,5
6004,OMBR Layout,600.0,3.0,100.0,3
6005,OMBR Layout,1085.0,2.0,64.0,2
6006,OMBR Layout,1855.0,3.0,145.0,3
6007,OMBR Layout,1050.0,2.0,48.0,2
6009,OMBR Layout,1165.0,2.0,88.5,2
6010,OMBR Layout,1200.0,4.0,200.0,4
6011,OMBR Layout,1101.0,2.0,66.0,2
6012,OMBR Layout,3400.0,4.0,275.0,4
6014,Old Airport Road,2732.0,4.0,204.0,4
6016,Old Airport Road,3356.0,4.0,251.0,4
6017,Old Airport Road,1206.0,2.0,75.0,2
6018,Old Airport Road,2774.0,4.0,207.0,4
6019,Old Airport Road,2690.0,4.0,191.0,4
6020,Old Airport Road,2690.0,4.0,199.0,4
6021,Old Airport Road,1655.0,2.0,97.65,2
6022,Old Airport Road,1075.0,2.0,60.0,2
6023,Old Airport Road,1858.0,2.0,167.0,3
6024,Old Airport Road,1150.0,2.0,90.0,2
6025,Old Airport Road,2658.0,5.0,187.0,4
6026,Old Airport Road,946.0,2.0,58.0,2
6027,Old Airport Road,2774.0,4.0,208.0,4
6028,Old Airport Road,3200.0,4.0,280.0,4
6029,Old Airport Road,2690.0,4.0,201.0,4
6030,Old Airport Road,1050.0,2.0,50.0,2
6031,Old Airport Road,1145.0,2.0,75.0,2
6032,Old Airport Road,2732.0,4.0,194.0,4
6033,Old Airport Road,2658.0,5.0,189.0,4
6034,Old Airport Road,2774.0,4.0,197.0,4
6035,Old Airport Road,2392.0,3.0,249.0,3
6036,Old Airport Road,3496.0,4.0,262.0,4
6037,Old Airport Road,2732.0,4.0,204.0,4
6038,Old Airport Road,1798.0,3.0,150.0,3
6039,Old Airport Road,1184.0,2.0,78.0,2
6040,Old Airport Road,3504.0,4.0,262.0,4
6041,Old Airport Road,1055.0,2.0,75.0,2
6042,Old Madras Road,1425.0,2.0,94.0,3
6048,Old Madras Road,935.0,2.0,45.0,2
6050,Old Madras Road,1720.0,3.0,100.0,3
6051,Old Madras Road,1200.0,2.0,72.0,2
6052,Old Madras Road,1225.0,2.0,53.55,2
6053,Old Madras Road,1100.0,2.0,70.0,2
6055,Old Madras Road,1171.0,2.0,75.0,2
6057,Old Madras Road,2266.0,3.0,169.0,3
6059,Old Madras Road,1065.0,2.0,47.86,2
6060,Old Madras Road,1160.0,2.0,42.0,2
6061,Old Madras Road,2010.0,3.0,125.0,4
6063,Old Madras Road,1480.0,2.0,84.0,3
6065,Old Madras Road,1210.0,2.0,74.0,2
6066,Old Madras Road,1171.0,2.0,72.0,2
6068,Old Madras Road,1480.0,3.0,95.0,3
6070,Old Madras Road,1210.0,2.0,80.0,2
6071,Old Madras Road,1859.0,3.0,121.0,3
6073,Old Madras Road,1300.0,2.0,100.0,2
6074,Old Madras Road,1299.0,2.0,95.0,2
6077,Old Madras Road,2300.0,3.0,142.0,3
6078,Old Madras Road,1157.0,2.0,47.32,2
6080,Old Madras Road,1210.0,2.0,77.0,2
6082,Old Madras Road,1300.0,2.0,100.0,2
6085,Old Madras Road,1330.0,2.0,74.0,2
6086,Old Madras Road,1720.0,3.0,106.0,3
6087,Old Madras Road,1157.0,2.0,47.32,2
6089,Old Madras Road,2990.0,3.0,170.0,3
6091,Old Madras Road,935.0,2.0,37.77,2
6092,Old Madras Road,1171.0,2.0,73.0,2
6093,Old Madras Road,1630.0,3.0,110.0,3
6094,Old Madras Road,1165.0,2.0,52.0,2
6095,Old Madras Road,2640.0,2.0,170.0,2
6096,Old Madras Road,1165.0,2.0,51.42,2
6097,Old Madras Road,1211.0,2.0,45.0,2
6099,Padmanabhanagar,1020.0,2.0,63.0,2
6100,Padmanabhanagar,1176.0,2.0,62.0,2
6101,Padmanabhanagar,1258.0,2.0,115.0,2
6103,Padmanabhanagar,1100.0,2.0,65.0,2
6104,Padmanabhanagar,3400.0,3.0,210.0,4
6108,Padmanabhanagar,4500.0,4.0,360.0,3
6109,Padmanabhanagar,1200.0,2.0,60.0,2
6111,Padmanabhanagar,1000.0,1.0,90.0,2
6112,Padmanabhanagar,1067.0,2.0,52.0,2
6114,Padmanabhanagar,1150.0,2.0,45.0,2
6117,Padmanabhanagar,1100.0,2.0,60.0,2
6118,Padmanabhanagar,2051.0,3.0,180.0,3
6119,Padmanabhanagar,2051.0,3.0,170.0,3
6120,Padmanabhanagar,1150.0,2.0,50.0,2
6121,Padmanabhanagar,4689.0,4.0,488.0,4
6122,Pai Layout,1006.0,2.0,35.0,2
6123,Pai Layout,1550.0,2.0,90.0,3
6124,Pai Layout,1050.0,2.0,40.0,2
6125,Pai Layout,1400.0,2.0,67.0,3
6126,Pai Layout,1100.0,2.0,50.0,2
6127,Pai Layout,1255.0,2.0,80.0,2
6128,Pai Layout,1075.0,2.0,35.0,2
6129,Pai Layout,1400.0,2.0,57.5,2
6130,Pai Layout,1175.0,2.0,60.0,2
6131,Pai Layout,810.0,2.0,34.5,2
6132,Pai Layout,1000.0,2.0,34.0,2
6133,Pai Layout,1000.0,2.0,42.0,2
6134,Pai Layout,3800.0,6.0,175.0,6
6135,Pai Layout,1068.0,2.0,48.0,2
6136,Pai Layout,1510.0,2.0,65.0,3
6139,Panathur,1359.0,2.0,87.0,2
6140,Panathur,1438.0,2.0,100.0,2
6141,Panathur,1688.0,3.0,118.0,3
6143,Panathur,1198.0,2.0,77.0,2
6144,Panathur,1180.0,2.0,70.0,2
6145,Panathur,1193.0,2.0,86.0,2
6146,Panathur,1546.0,3.0,99.0,3
6147,Panathur,1195.0,2.0,84.0,2
6150,Panathur,1000.0,2.0,65.3,2
6152,Panathur,1109.0,2.0,63.0,2
6153,Panathur,1000.0,2.0,68.0,2
6154,Panathur,1199.0,2.0,85.0,2
6155,Panathur,1255.0,2.0,79.0,2
6156,Panathur,1205.0,2.0,62.9,2
6157,Panathur,1210.0,2.0,85.0,2
6158,Panathur,1198.0,2.0,82.0,2
6159,Panathur,1199.0,2.0,86.0,2
6160,Panathur,1235.0,2.0,65.0,2
6163,Panathur,1198.0,2.0,86.26,2
6164,Panathur,1210.0,2.0,80.0,2
6165,Panathur,1140.0,2.0,51.2,2
6166,Panathur,1210.0,2.0,77.0,2
6167,Panathur,661.0,1.0,40.0,1
6168,Panathur,1713.0,3.0,120.0,3
6169,Panathur,1210.0,2.0,78.0,2
6171,Panathur,1050.0,2.0,60.0,2
6172,Panathur,1398.0,2.0,97.0,2
6173,Panathur,1065.0,2.0,58.0,2
6174,Panathur,1007.0,2.0,64.0,2
6175,Panathur,1210.0,2.0,77.93,2
6176,Panathur,1230.0,2.0,80.0,2
6177,Panathur,980.0,2.0,57.0,2
6178,Panathur,1075.0,2.0,60.0,2
6179,Panathur,1210.0,2.0,69.0,2
6180,Panathur,1343.0,2.0,76.0,2
6181,Poorna Pragna Layout,920.0,2.0,39.55,2
6182,Poorna Pragna Layout,1475.0,2.0,58.99,3
6183,Poorna Pragna Layout,1270.0,2.0,50.79,3
6184,Poorna Pragna Layout,1160.0,2.0,46.39,2
6185,Poorna Pragna Layout,965.0,2.0,48.0,2
6186,Poorna Pragna Layout,1355.0,2.0,58.25,3
6187,Poorna Pragna Layout,1355.0,2.0,58.27,3
6188,Poorna Pragna Layout,1270.0,2.0,50.79,3
6189,Poorna Pragna Layout,1160.0,2.0,46.39,2
6190,Poorna Pragna Layout,1270.0,2.0,50.79,3
6191,Poorna Pragna Layout,960.0,2.0,50.0,2
6192,Prithvi Layout,2028.0,4.0,162.0,4
6193,Prithvi Layout,1352.0,2.0,87.5,2
6194,Prithvi Layout,1190.0,2.0,68.0,2
6195,Prithvi Layout,1352.0,2.0,85.0,2
6196,Prithvi Layout,1352.0,2.0,75.0,2
6197,Prithvi Layout,2273.0,4.0,220.0,3
6199,Prithvi Layout,1352.0,3.0,93.0,2
6200,Prithvi Layout,2273.0,4.0,192.0,3
6201,Prithvi Layout,1352.0,2.0,72.0,2
6204,R.T. Nagar,1200.0,7.0,165.0,6
6205,R.T. Nagar,1200.0,2.0,120.0,2
6207,R.T. Nagar,1040.0,2.0,46.0,2
6208,R.T. Nagar,1200.0,2.0,45.0,2
6209,R.T. Nagar,1200.0,10.0,180.0,9
6210,R.T. Nagar,2000.0,4.0,320.0,4
6211,R.T. Nagar,1500.0,6.0,240.0,6
6212,R.T. Nagar,1235.0,2.0,65.0,2
6213,R.T. Nagar,1140.0,3.0,130.0,3
6214,R.T. Nagar,970.0,2.0,55.0,2
6215,R.T. Nagar,600.0,7.0,93.0,7
6216,R.T. Nagar,1560.0,3.0,125.0,3
